id,name,sex,dob,num_course_taken,career_path_name,hours_to_complete,time_spent_hrs,prcnt_complete,job_category,city,state
3769,Mindi Merritt,F,1948-12-06,10.0,android developer,27.0,21.19,0.7848148148148149,financial services,Steen,Pennsylvania
3770,Marisol Splinter,F,1968-09-06,9.0,backend engineer,18.0,14.39,0.7994444444444445,HR,Oronogo,New Mexico
3771,Rosana Figueroa,F,1954-09-26,5.0,frontend engineer,20.0,15.57,0.7785,analytics,South Daytona,Delaware
3772,Lita Lounsborough,F,1943-06-25,15.0,,,,,education,Waucoma,New Mexico
3773,Jaquelyn Warren,N,1963-12-24,13.0,backend engineer,18.0,3.39,0.18833333333333335,analytics,Annandale,North Dakota
3774,Abram Berger,M,1944-05-30,3.0,backend engineer,18.0,1.12,0.06222222222222223,engineer,Horseheads North,Louisiana
3775,Marlys Huang,F,1961-11-10,15.0,backend engineer,18.0,9.27,0.515,education,Pearl Beach,Missouri
3776,Sheba Roy,F,1954-09-10,1.0,software engineering,25.0,2.91,0.1164,analytics,Society Hill,Wisconsin
3777,Erasmo Gentry,M,1996-03-19,10.0,backend engineer,18.0,13.24,0.7355555555555555,engineer,Almont village,Louisiana
3778,Nadene Randall,F,1980-10-07,0.0,ux/ui designer,15.0,13.73,0.9153333333333333,HR,Upper Lake,Indiana
3779,Twana Rangel,F,1973-07-03,10.0,software engineering,25.0,3.16,0.1264,creative,Franksville,Mississippi
3780,Franklyn Warner,N,1971-10-23,3.0,software engineering,25.0,1.96,0.0784,creative,Georgiana,Alaska
3781,Kenton Caldwell,M,1969-02-27,15.0,software engineering,25.0,13.4,0.536,education,Hermosa Beach,Ohio
3782,Deon van Helpen,N,1974-05-14,3.0,data analyst,12.0,0.3,0.024999999999999998,creative,Ingleside,Vermont
3783,Ward Day,M,1949-07-30,7.0,,,,,HR,Inyokern,Michigan
3784,Carly Reid,F,1994-01-24,4.0,software engineering,25.0,14.8,0.5920000000000001,HR,Burgaw,New Mexico
3785,Melvin Delacruz,M,1947-03-03,8.0,,,,,analytics,Waverly Hall,Connecticut
3786,Charlsie Zhang,F,1995-03-27,7.0,data engineer,20.0,15.89,0.7945,creative,Chautauqua,Wisconsin
3787,Veronica Hoover,F,1956-05-20,14.0,,,,,creative,Lidderdale,Alaska
3788,Idalia Brown,F,1996-09-22,9.0,data engineer,20.0,11.11,0.5555,financial services,Versailles borough,Tennessee
3789,Jerald Johnston,N,2001-11-04,14.0,software engineering,25.0,5.04,0.2016,HR,East Dunbar,Ohio
3790,Laure Gibbs,F,1954-06-06,5.0,backend engineer,18.0,0.22,0.012222222222222223,HR,Cayuga village,Mississippi
3791,Loise Goos,F,1943-05-09,8.0,data scientist,20.0,19.34,0.967,analytics,Lithia Springs,Michigan
3792,Eleonora Uijttenbogaard,N,1970-06-03,3.0,iOS developer,27.0,21.09,0.7811111111111111,financial services,Lone Pine,Colorado
3793,Kelvin Mcneil,M,1949-11-01,12.0,data engineer,20.0,5.93,0.2965,analytics,Gladbrook,North Dakota
3794,Libby Bowers,F,1943-05-28,12.0,machine learning engineer,35.0,31.04,0.8868571428571428,education,Rio Rancho,Florida
3795,Ophelia Sheppard,N,1966-06-23,6.0,frontend engineer,20.0,15.41,0.7705,HR,Granbury,Nebraska
3796,Teressa Mendoza,F,1972-03-05,4.0,,,,,software developer,Etna Green,Massachusetts
3797,Janetta Hegt,N,1986-11-16,0.0,software engineering,25.0,2.29,0.0916,engineer,Scottdale borough,Maryland
3798,Wayne van Lynden,M,1990-11-09,10.0,data scientist,20.0,19.1,0.9550000000000001,engineer,Michigan,New Hampshire
3799,Delinda Leenards,F,1947-10-19,4.0,data engineer,20.0,17.36,0.868,engineer,Peever,Wyoming
3800,Brock Kramer,M,1962-02-16,12.0,backend engineer,18.0,0.36,0.02,HR,Owens Cross Roads,California
3801,Karla Woods,F,1974-06-05,6.0,android developer,27.0,15.04,0.557037037037037,education,Cape Coral,Arizona
3802,Izetta Goudkade,N,1968-08-21,0.0,backend engineer,18.0,5.72,0.31777777777777777,engineer,Panorama Village,Minnesota
3803,Morton Everett,M,1948-08-28,10.0,backend engineer,18.0,12.38,0.6877777777777778,software developer,Indian River,Oklahoma
3804,Gregg Brandt,M,1953-03-22,5.0,machine learning engineer,35.0,32.86,0.9388571428571428,education,Mount Hope village,California
3805,Bruce de Bouter,N,1973-03-25,9.0,data analyst,12.0,6.99,0.5825,analytics,Millen,Illinois
3806,Hannah Levine,F,1995-10-11,7.0,software engineering,25.0,23.83,0.9531999999999999,engineer,Seward,Missouri
3807,Eliana Keiman,N,1957-12-09,8.0,data scientist,20.0,11.01,0.5505,analytics,Linda,Utah
3808,Janette Mahoney,F,2004-07-22,14.0,,,,,student,Petersville,New Hampshire
3809,Lane Morris,M,2000-10-18,15.0,,,,,HR,Dora village,Colorado
3810,Raquel Morse,F,1942-05-17,14.0,frontend engineer,20.0,10.55,0.5275000000000001,analytics,Nelsonville,Wisconsin
3811,Doyle Hasselman,M,2001-05-31,0.0,data analyst,12.0,1.03,0.08583333333333333,software developer,Malone,Indiana
3812,Benny Goldbaum,M,1978-04-12,6.0,data analyst,12.0,7.83,0.6525,analytics,Church Hill,Virginia
3813,Larissa Combs,F,1951-05-16,4.0,data engineer,20.0,9.05,0.4525,education,DeRuyter village,Kansas
3814,Giuseppe William,M,1981-06-21,4.0,data analyst,12.0,2.84,0.23666666666666666,creative,Watts Community,Colorado
3815,Moira Hammond,F,1982-03-31,15.0,data analyst,12.0,10.79,0.8991666666666666,creative,East German,New Hampshire
3816,Lezlie Michael,F,1973-08-02,2.0,frontend engineer,20.0,8.51,0.4255,financial services,Yorkshire village,Montana
3817,Nancee Matse,F,1943-10-15,5.0,backend engineer,18.0,15.38,0.8544444444444445,engineer,Hamlet village,Minnesota
3818,Guillermo Tissen,M,1956-04-11,13.0,data engineer,20.0,9.61,0.4805,creative,Wesley Chapel,South Dakota
3819,Cori Haagsman,N,1956-01-21,11.0,data analyst,12.0,4.77,0.39749999999999996,financial services,Tanque Verde,Utah
3820,Hal Burris,M,1996-07-26,5.0,android developer,27.0,1.89,0.06999999999999999,HR,Penrose,Texas
3821,Long Kers,M,1991-08-25,4.0,data scientist,20.0,12.46,0.623,education,Bevier,South Dakota
3822,Kiesha Swart,F,1975-08-26,8.0,android developer,27.0,27.87,1.0322222222222222,software developer,Douds,Virginia
3823,Marivel Briggs,F,1992-06-24,12.0,software engineering,25.0,6.73,0.2692,education,Elkhart village,Oklahoma
3824,Jan Graham,M,1973-09-04,15.0,data analyst,12.0,4.2,0.35000000000000003,HR,Hetland,New Hampshire
3825,Donte Mason,M,1995-12-06,14.0,,,,,analytics,Heber,Pennsylvania
3826,Katlyn Wilkerson,F,2001-08-26,11.0,iOS developer,27.0,23.39,0.8662962962962963,creative,Omro,Maine
3827,Agustin van Triest,M,1944-10-18,2.0,backend engineer,18.0,12.54,0.6966666666666667,education,Titusville,Pennsylvania
3828,Bernie de Kock,M,1996-06-19,7.0,iOS developer,27.0,25.15,0.9314814814814815,HR,Wahiawa,Connecticut
3829,Josue Bryce,N,2002-06-11,14.0,data scientist,20.0,5.38,0.269,student,West De Land,Idaho
3830,Derek Calhoun,N,1956-02-09,1.0,backend engineer,18.0,10.8,0.6000000000000001,engineer,Claremont,New York
3831,Dario Molina,N,1992-10-09,0.0,data analyst,12.0,1.91,0.15916666666666665,HR,Spencer Mountain,Utah
3832,Darius Campos,M,2001-06-06,6.0,frontend engineer,20.0,14.93,0.7464999999999999,HR,Y-O Ranch,Virginia
3833,Thelma Russell,F,1958-10-21,1.0,,,,,engineer,Searing,Colorado
3834,Bud Silva,N,1943-04-08,15.0,,,,,HR,Enfield,Arizona
3835,Carletta Felt,F,1991-03-16,10.0,backend engineer,18.0,10.5,0.5833333333333334,software developer,Potomac,Georgia
3836,Nicola van Hoften,F,1979-05-12,3.0,data analyst,12.0,2.61,0.2175,HR,Quinn,Montana
3837,Garth Orincx,M,1988-08-26,7.0,machine learning engineer,35.0,11.41,0.326,financial services,Durbin,Maryland
3838,Sherilyn Charles,F,2002-09-12,10.0,data engineer,20.0,10.0,0.5,student,Shipshewana,Arkansas
3839,Lashonda Escobar,F,1960-06-30,1.0,data analyst,12.0,8.43,0.7025,financial services,Fort Lee,Vermont
3840,German van der Griend,M,1958-12-12,15.0,software engineering,25.0,15.17,0.6068,HR,Pecos village,Alaska
3841,Laurence Powell,M,1951-02-02,12.0,frontend engineer,20.0,20.2,1.01,financial services,Twain Harte,Kansas
3842,Margurite Potter,F,1965-11-09,1.0,backend engineer,18.0,4.97,0.2761111111111111,financial services,Maroa,Montana
3843,Coral Crosby,F,1961-11-01,9.0,iOS developer,27.0,15.39,0.5700000000000001,software developer,Halfway village,Tennessee
3844,Norman Miles,M,1945-10-26,3.0,data scientist,20.0,2.85,0.14250000000000002,education,Millbrae,Tennessee
3845,Shawn Henckes,N,1971-06-21,12.0,iOS developer,27.0,19.87,0.735925925925926,education,Stem,Rhode Island
3846,Doyle Curtis,M,1953-05-30,1.0,software engineering,25.0,8.1,0.324,analytics,Arial,Arizona
3847,Arlen van Beusichem,M,1971-01-11,15.0,iOS developer,27.0,3.19,0.11814814814814814,engineer,Citrus Hills,Massachusetts
3848,Miquel Mueller,M,1974-03-18,0.0,data engineer,20.0,6.74,0.337,analytics,Wymore,Minnesota
3849,Janey Bender,F,1963-01-14,2.0,frontend engineer,20.0,12.17,0.6085,HR,Kirkland,Kansas
3850,Hans Buning,N,1980-10-27,13.0,ux/ui designer,15.0,11.28,0.752,creative,Powell village,Washington
3851,Noemi Cole,F,1979-08-10,10.0,software engineering,25.0,4.79,0.1916,engineer,Westley,Colorado
3852,Signe van Versendaal,N,1971-06-02,10.0,android developer,27.0,5.3,0.1962962962962963,HR,Hacketts,Colorado
3853,Zoe Jongens,F,1972-06-29,8.0,ux/ui designer,15.0,11.77,0.7846666666666666,engineer,Neola,Missouri
3854,George Malone,N,1962-04-15,0.0,backend engineer,18.0,1.03,0.05722222222222222,financial services,Willow Hill village,Kentucky
3855,Vallie van der Broek,N,1994-07-22,5.0,data analyst,12.0,6.74,0.5616666666666666,software developer,Unionville village,Delaware
3856,Tyson Downs,M,1949-11-25,0.0,,,,,financial services,Nikolai,Delaware
3857,Debera Simmons,F,1957-09-23,5.0,ux/ui designer,15.0,1.56,0.10400000000000001,analytics,Zimmerman,Wyoming
3858,Herb Bilt,M,1948-07-30,13.0,software engineering,25.0,1.54,0.0616,financial services,McAlmont,South Carolina
3859,Karl Cornelisgroeneveld,N,1985-06-23,15.0,,,,,software developer,Russiaville,Maryland
3860,Chuck Pugh,M,1965-05-21,15.0,ux/ui designer,15.0,15.12,1.008,engineer,Wall borough,Tennessee
3861,Cathern Cruz,N,1978-12-22,10.0,backend engineer,18.0,2.74,0.15222222222222223,financial services,New Buffalo,Kentucky
3862,Norine Koch,F,2000-12-24,2.0,frontend engineer,20.0,5.65,0.28250000000000003,engineer,Earling,Iowa
3863,Fritz Pierce,M,1998-07-03,14.0,iOS developer,27.0,12.97,0.4803703703703704,financial services,Walsh,North Carolina
3864,Tonisha Muir,F,1957-10-06,0.0,software engineering,25.0,24.46,0.9784,financial services,North Beach Haven,Utah
3865,Mitchel Utrecht,N,1966-07-15,2.0,data analyst,12.0,12.69,1.0574999999999999,education,Ogdensburg borough,Virginia
3866,Sherrell van Amstel,F,1997-04-04,13.0,software engineering,25.0,13.84,0.5536,education,Webster village,Pennsylvania
3867,Quentin Pieters,N,1993-12-06,5.0,data analyst,12.0,9.84,0.82,HR,Bangor borough,Alaska
3868,Cordie Christian,F,1962-05-31,5.0,software engineering,25.0,25.24,1.0095999999999998,software developer,Darrington,North Carolina
3869,Delois Leonard,F,1949-07-23,6.0,ux/ui designer,15.0,3.03,0.20199999999999999,software developer,Barnes,Massachusetts
3870,Michaela Markus,N,1989-07-09,5.0,android developer,27.0,20.51,0.7596296296296297,engineer,Eaton Estates,Oklahoma
3871,Birgit Watts,F,1959-12-20,15.0,data analyst,12.0,9.49,0.7908333333333334,analytics,Paradis,Massachusetts
3872,Zack Salazar,M,1954-08-27,6.0,ux/ui designer,15.0,11.55,0.77,creative,Beach Haven West,Virginia
3873,Landon Henson,N,1950-06-19,9.0,backend engineer,18.0,11.02,0.6122222222222222,HR,Marydel,Nevada
3874,Kari Moran,N,1982-12-11,15.0,machine learning engineer,35.0,11.25,0.32142857142857145,education,Wickett,Rhode Island
3875,Fernando Ferguson,M,1968-04-05,5.0,machine learning engineer,35.0,35.02,1.0005714285714287,financial services,Cadiz,Florida
3876,Buford Rijckensz,M,1995-10-02,6.0,iOS developer,27.0,19.23,0.7122222222222222,software developer,Bay Shore,New Hampshire
3877,Tim Marks,N,1952-08-01,4.0,backend engineer,18.0,10.38,0.5766666666666667,financial services,Bulpitt village,Maryland
3878,Dario Willems,M,1992-10-19,13.0,frontend engineer,20.0,9.46,0.47300000000000003,analytics,Vanceboro,New Jersey
3879,Vernia Boyd,F,1972-09-10,13.0,frontend engineer,20.0,17.87,0.8935000000000001,education,Winnett,Minnesota
3880,Teodoro Rush,M,1994-01-09,0.0,android developer,27.0,17.86,0.6614814814814814,software developer,Fountain Lake,Louisiana
3881,Karoline Lit,F,1958-12-09,12.0,frontend engineer,20.0,3.43,0.1715,creative,Fairless Hills,Utah
3882,Zandra Oneal,F,1993-08-05,11.0,machine learning engineer,35.0,32.11,0.9174285714285714,education,Cimarron Hills,Illinois
3883,Margaretta Wagner,F,1948-11-14,1.0,android developer,27.0,3.59,0.13296296296296295,HR,North Granby,Wyoming
3884,Ashley Giles,F,1999-12-07,12.0,machine learning engineer,35.0,16.93,0.4837142857142857,software developer,Priest River,Kansas
3885,Gwenn Atkinson,F,1974-10-31,1.0,,,,,HR,Overbrook,Maryland
3886,Tatiana Kuklinski,N,1986-11-20,2.0,software engineering,25.0,6.05,0.242,HR,Bokoshe,Missouri
3887,Dirk Travis,M,1989-06-20,2.0,iOS developer,27.0,26.17,0.9692592592592594,analytics,Closter borough,Delaware
3888,Shelli Schut,F,1945-03-21,2.0,ux/ui designer,15.0,12.29,0.8193333333333332,financial services,Racine village,New Hampshire
3889,Stacie Dirks,N,1948-06-01,0.0,machine learning engineer,35.0,21.23,0.6065714285714285,education,Ludowici,Pennsylvania
3890,Wilton Pruitt,M,1997-02-11,9.0,ux/ui designer,15.0,4.92,0.328,HR,Sherrelwood,Nevada
3891,Beau Kline,M,1944-11-20,1.0,data engineer,20.0,4.85,0.2425,engineer,Monon,Maryland
3892,Jerrod Glass,M,1960-06-14,6.0,data scientist,20.0,7.03,0.35150000000000003,analytics,Shelbyville,North Carolina
3893,Marshall Bosschaert,N,1962-05-09,13.0,android developer,27.0,7.71,0.28555555555555556,software developer,La Puerta,Montana
3894,Victoria Roeder,N,1981-12-19,10.0,backend engineer,18.0,1.12,0.06222222222222223,HR,Suncoast Estates,Missouri
3895,Freeman Calhoun,M,1953-11-14,6.0,iOS developer,27.0,11.37,0.4211111111111111,analytics,Savoy,Michigan
3896,Greg Beeldhouwer,M,1987-06-19,14.0,frontend engineer,20.0,20.51,1.0255,software developer,Jarales,South Dakota
3897,Hans Salas,M,1984-08-07,1.0,data engineer,20.0,14.01,0.7005,software developer,West Fork,Wyoming
3898,Temple van Haarlem,F,2002-11-15,2.0,backend engineer,18.0,5.42,0.3011111111111111,student,Clayville village,Wisconsin
3899,Carson Huang,M,2001-01-15,11.0,,,,,HR,Elberton,Louisiana
3900,Monroe Hijberts,M,1959-09-29,1.0,ux/ui designer,15.0,6.06,0.40399999999999997,engineer,Standard village,Nevada
3901,Joana Dickerson,N,1997-12-02,5.0,ux/ui designer,15.0,8.48,0.5653333333333334,HR,Scottsville village,Indiana
3902,Marg Lancaster,F,1973-10-01,7.0,software engineering,25.0,10.9,0.436,engineer,Egypt,Ohio
3903,Kelsie Nieuwenhoven,F,1948-07-15,10.0,data analyst,12.0,4.71,0.3925,creative,Weldon village,Nebraska
3904,Deidra Ramos,F,1952-07-25,1.0,data analyst,12.0,6.91,0.5758333333333333,software developer,Batavia,Arizona
3905,Clyde Crawford,M,1951-10-05,3.0,iOS developer,27.0,26.93,0.9974074074074074,education,Optima,Tennessee
3906,Donny Yu,M,1981-08-22,1.0,data analyst,12.0,9.25,0.7708333333333334,engineer,White Oak East,New Hampshire
3907,Rochell Grandia,F,1949-03-26,15.0,software engineering,25.0,6.34,0.2536,software developer,South River borough,New Jersey
3908,Audie Barajas,F,1956-10-16,10.0,software engineering,25.0,4.45,0.17800000000000002,HR,Summerfield village,Wyoming
3909,Tony Hunter,N,1989-10-04,11.0,data scientist,20.0,13.31,0.6655,engineer,Maple Lake,Oklahoma
3910,Ilana Glenn,F,1990-05-07,12.0,data analyst,12.0,10.58,0.8816666666666667,analytics,Superior village,Alaska
3911,Jovan van Rietveld,F,2001-12-13,11.0,backend engineer,18.0,11.96,0.6644444444444445,creative,Lasker,Colorado
3912,Damien Buck,M,1999-08-21,12.0,android developer,27.0,0.24,0.008888888888888889,analytics,Windber borough,Georgia
3913,Reuben Cooper,M,1961-10-22,0.0,data analyst,12.0,3.98,0.33166666666666667,HR,Watauga,California
3914,Fidel Roberts,N,1954-01-08,2.0,ux/ui designer,15.0,0.34,0.02266666666666667,software developer,Howard borough,Utah
3915,Abdul Esparza,M,1952-05-09,9.0,machine learning engineer,35.0,32.59,0.9311428571428573,financial services,Nickerson village,Vermont
3916,Scott Coleman,M,1990-03-22,2.0,backend engineer,18.0,11.61,0.645,financial services,Cody village,Oregon
3917,Derrick Owen,M,1950-03-07,8.0,,,,,education,Hummels borough,Pennsylvania
3918,Jaleesa Louw,N,1981-10-10,6.0,backend engineer,18.0,14.16,0.7866666666666666,analytics,Spotswood borough,Iowa
3919,Clyde Fields,N,1950-02-07,12.0,ux/ui designer,15.0,13.18,0.8786666666666666,software developer,Bluffdale,Arizona
3920,Gail Esparza,F,1985-12-19,0.0,software engineering,25.0,22.21,0.8884000000000001,engineer,Villisca,New Mexico
3921,Byron de Jager,M,1946-03-04,0.0,android developer,27.0,11.43,0.42333333333333334,HR,Lorena,Idaho
3922,Deetta van Deijl,F,1996-07-22,10.0,data scientist,20.0,18.85,0.9425000000000001,analytics,North Haven,Washington
3923,Terrell Osborn,M,1993-09-19,5.0,data scientist,20.0,7.69,0.3845,analytics,North Myrtle Beach,Maryland
3924,Lin Luna,N,1999-10-16,11.0,iOS developer,27.0,9.3,0.3444444444444445,creative,West View borough,Michigan
3925,Thaddeus Humphrey,M,1955-09-20,9.0,android developer,27.0,21.48,0.7955555555555556,engineer,Coon Valley village,Hawaii
3926,Lindsey Burch,F,1987-08-31,13.0,,,,,engineer,Crescent Springs,Indiana
3927,Veola Reeves,N,1968-10-09,12.0,data engineer,20.0,20.49,1.0245,engineer,Moriarty,Minnesota
3928,Hilario van Viegen,M,1992-05-11,6.0,ux/ui designer,15.0,5.16,0.34400000000000003,education,Woodland Mills,Wyoming
3929,Willy Chavez,M,1947-11-01,7.0,machine learning engineer,35.0,24.43,0.698,software developer,Jakin,Delaware
3930,Christen Merritt,F,1976-06-18,2.0,data scientist,20.0,12.34,0.617,creative,Mesa,Colorado
3931,Mariam Gonzales,F,1977-07-11,6.0,frontend engineer,20.0,16.03,0.8015000000000001,software developer,Tok,New Mexico
3932,Tyrell Chapman,M,1942-06-21,9.0,backend engineer,18.0,10.55,0.5861111111111111,creative,Reliance,Kansas
3933,Cherri Estrada,F,1962-12-28,2.0,data engineer,20.0,19.0,0.95,HR,Arab,Minnesota
3934,George Kemp,M,1981-06-21,0.0,backend engineer,18.0,13.34,0.741111111111111,engineer,Yoe borough,South Carolina
3935,Yanira van Munster,F,1959-02-09,0.0,machine learning engineer,35.0,17.85,0.51,engineer,Callaway village,Florida
3936,Willy Sims,M,1982-07-06,11.0,data scientist,20.0,9.54,0.477,education,Saline,Arizona
3937,Harland Walraven,M,1990-03-13,8.0,ux/ui designer,15.0,10.46,0.6973333333333334,education,Wilsonville,Virginia
3938,Travis de Raedt,M,2003-04-28,12.0,data scientist,20.0,9.6,0.48,student,North Decatur,Washington
3939,Mary Thompson,M,1971-07-16,0.0,ux/ui designer,15.0,7.63,0.5086666666666667,engineer,Elm Creek village,South Dakota
3940,Kera de Bouter,F,1952-07-18,6.0,backend engineer,18.0,2.07,0.11499999999999999,education,Van Buren,Missouri
3941,Eulalia Reyes,F,1986-10-06,10.0,backend engineer,18.0,11.93,0.6627777777777778,creative,Urbancrest village,Oklahoma
3942,Randal Tjerks,M,2004-01-23,3.0,frontend engineer,20.0,4.98,0.24900000000000003,student,West Perrine,Alaska
3943,Ella Doorn,F,1954-07-29,13.0,,,,,software developer,College Station,Tennessee
3944,Duncan van der Pauw,M,1976-06-14,12.0,data analyst,12.0,12.81,1.0675000000000001,HR,Rudyard,Tennessee
3945,Anissa Taets,F,1948-10-17,0.0,frontend engineer,20.0,9.21,0.4605,creative,Wellsburg,Arkansas
3946,Reuben Stein,N,1985-08-07,0.0,data scientist,20.0,18.05,0.9025000000000001,financial services,Thomasboro village,Iowa
3947,Kurtis van der Lip,M,1980-05-17,5.0,android developer,27.0,3.4,0.1259259259259259,creative,Ruskin,Vermont
3948,Allena Edwards,F,1971-10-25,14.0,machine learning engineer,35.0,21.8,0.6228571428571429,software developer,Rockledge borough,Ohio
3949,Benito Massey,M,1947-01-26,12.0,backend engineer,18.0,10.54,0.5855555555555555,financial services,Garden Plain,California
3950,Brianne Meskes,F,1991-12-01,4.0,software engineering,25.0,16.53,0.6612,analytics,Banning,South Carolina
3951,Wenona van Rosmalen,F,1976-12-21,0.0,android developer,27.0,26.13,0.9677777777777777,creative,Hood River,North Dakota
3952,Elvina Boltendal,N,1945-04-18,6.0,data analyst,12.0,3.09,0.2575,financial services,Vails Gate,New York
3953,Clayton Yang,M,1980-06-05,7.0,android developer,27.0,5.95,0.22037037037037038,HR,Pennington,Mississippi
3954,Anton van Ekelenburg,M,1985-01-24,14.0,,,,,creative,Marquette village,Arkansas
